source_json,test_id,subject,topic_name,total_questions,question_number,type,question_text,correct_answer,option_a,option_b,option_c,option_d,solution,image_data,hint_image,option_images_json,option_image_a,option_image_b,option_image_c,option_image_d,extra_question_images,solution_images,raw_question_json
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,29,single_type,"If $C_0, C_1, C_2, \dots, C_n$ are the bino mial coefficier nts, then 2 $2 \times C_1 + 2^3 \times C^3 +$ $2^5 \times C_5 + \cdots$ equals $\frac{3^n + (-1)^n}{2}$ b ) $\frac{3^n-(-1)^n}{2}$ c ) $\frac{3^n+1}{2}$

**Options:**
-",b,N/A,N/A,N/A,$\frac{3^n-1}{2}$,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,30,single_type,"If the coefficients of t secutive term s in the ex xpansion of (1 +x n are in n the ration 1:7:42, then the value a ) 60

**Options:**
-",,N/A,70,55,None of these,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,31,single_type,"The number of real n egative t erms in the bi nomial ex pansion of (1- $+ix$ ) 4n-2 , $n$ $\in$ $\equiv N, x > 0$ is

**Options:**
-",a,n b ) n+1,N/A,n-1 d ) 2 n,N/A,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,32,single_type,"The sum of $1+n\left(1-\frac{1}{x}\right)$ $+\frac{n(n+1)}{2!}$ $\frac{1}{x}\left(1-\frac{1}{x}\right)^2+\cdots\infty \text{ w}$ vill be

**Options:**
-",,$\chi^n$ b ) $\chi^{-n}$,N/A,$\left(1-\frac{1}{x}\right)^n$,None of these,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,33,single_type,"For $2 \le r \le n$ , $\binom{n}{r} + 2 \binom{n}{r-1}$ ( 11)

**Options:**
-",d,$ \binom{n+1}{r-1} $ b ) $2\binom{n+1}{r+1}$ c ) $2\binom{n+1}{r}$,N/A,N/A,$\begin{pmatrix} n+2\\r\end{pmatrix}$,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,34,single_type,"The sum of series $^{20}C$ $_{0}^{-20}C_{1}$ + ${}^{0}C_{2}-{}^{20}C_{3}+\cdots+{}^{20}$ $C_{10}$ is

**Options:**
-",,$\frac{1}{2}^{20}C_{10}$ b ) 0,N/A,$^{20}C_{10}$,$-{}^{20}C_{10}$,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,35,single_type,"The coefficient of $x^r[0](x+3)^{n-1} + (x+3)^{n-2}(x+2)$ •

**Options:**
-",b,n ( $C_r(3^r-2^n)$ b ) ${}^{n}C_{r}(3^{n-r}-2^{n-r})$,N/A,${}^{n}C_{r}(3^{r}+2^{n-r})$,None e of these,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,36,single_type,"If $(3+x^{2008})$ $(x^3+x^{2009})^{2010}=a_0$ $a_1 x + a_2 + a_3 x + a_4 + a_5 $ $+a_2x^2+\cdots+a_nx^n$ , the en the e value of $a0-\frac{1}{2}a_{1}$ $-\frac{1}{2}a_2 + a_3 - \frac{1}{2}a_4$ $a_4 - \frac{1}{2}a$ $_5$ + $a_6$ - $\cdots$ is

**Options:**
-",,$3^{2010}$,1,$2^{2010}$,Non e of these,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,37,single_type,"$(n+2)^n C_0$ $2^{n+1}-(n+1)^nC$ $_{1}2^{n}+n^{n}$ $C_2 2^{n-1} - \dots$ is equal ıl to

**Options:**
-",c,4 b ) 4 n,N/A,4(n+1),2(n+2),,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,38,single_type,"The coef ficient of $\chi^{53}$ in the e expansion $\sum_{m=0}^{100} 10$ $0C_m(x)$ $(x-3)^{100-m}2^m$ is

**Options:**
-",,$^{100}C_{47}$ b ) $^{100}C_{53}$,N/A,$-\boldsymbol{\dot{\epsilon}}^{100}C_{53}\boldsymbol{\dot{\epsilon}}$,$-\dot{\boldsymbol{\iota}}^{100}C_{100}\dot{\boldsymbol{\iota}}$,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,39,single_type,"The fract tional part o f 2 4n /1 5 is $(n \in N)$

**Options:**
-",a,1 15 b ) 2 15,N/A,4 15,None e of these,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,40,single_type,"If $(1+2x+$ $-3x^2$ ) 10 = $a_0+a_1$ $a_{1}x + a_{2}x$ $x^2 + + a_{20} x^{20}$ , then $a_1$ eq uals a ) 10

**Options:**
-",,N/A,20 ),2 10,None e of these,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,41,numerical,The appr roximate val ue of ( 1.0002 3000 is a ) 1.6 b ),a,,,,,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,42,single_type,"$\left[ \left( {}^{n}C_{0} + {}^{n}C_{3} + \ldots \right) \right]$ .)-1/2 $2^{\binom{n}{2}} + {\binom{n}{2}} + {\binom{n}{2}} + {\binom{n}{4}} + {\binom{n}{4}}$ [25 + ] $\left ^{2}+3/4\right ^{n}C_{1}-^{n}C_{2}+^{n}$ $C_4 - {}^nC_5$ + ·)²=¿

**Options:**
-",,3,4,2 •,1,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,43,single_type,"The last two digits of the n umber 3 400 are

**Options:**
-",d,81,43 3,29 9 d ) 01,N/A,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,44,single_type,"$\sum_{k=1}^{\infty} k \biggl(1$ $-\frac{1}{n}\Big)^{k-1}$ $=\dot{\iota}$

**Options:**
-",,n(n-1) b ) n(n+1),N/A,N/A,$(n+1)^2$,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,45,single_type,"efficients of $m$ and $r$ sat $(1)^{th}$ and $(r+2)^{th}$ term equation ms in the binomial exp ansion o of $(1+y)^m$ are in

**Options:**
-",d,$m^2-m(4)$ r+1)+4 $4r^2 = 0$ b ) $m^2-m(4r)$ $(-1)+4r^2$ -2=0 c ) $m^2-m/4n$ r-1)+4 $4r^2 = 0$,N/A,N/A,$m^2-m(4r)$ $(+1)+4r^2$ -2=0,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,46,single_type,"If $ x < 1$ , then the coe fficien at of $x^n$ in expansi on of $\left(1+x^2+x^3+\ldots\right)^2 i$ S

**Options:**
-",,n b ) n-1,N/A,n+2,n+1,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,47,single_type,"If $(1-x)^{-1}$ $a_0 + a_1 x + a_2$ x 2 ++ $+a_r x^r + \dots$ , then $a_0 +$ $-a_1 + a_2$ $a_r + \dots + a_r$ is equal to 0

**Options:**
-",b,n(n+1) $\frac{(n+2)\cdots}{r!}$ -(n+r),(n+1)(n+1) $\frac{n+2)\cdots(n+r!}{r!}$ +r),n(n+1)(n+1) 1+2)···( (n+r-1),N one of these,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,48,single_type,"The value of $x$ for what ich the six ath term in th e expansio n of $2^{\log_2\sqrt{9^{x-1}}}$ $+7+\frac{1}{2^{\frac{1}{5}\log_2[3^{x-1}+1]}}$ is 84 is

**Options:**
-",,4,1 or 2,0 or 1,"3 ,",,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,49,single_type,"In the expansion of (5 $(5^{1/2} + 7^{1/8})^{1024}$ , the number of integral l terms is

**Options:**
-",b,128,129,130,131,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,50,single_type,"If $\frac{x^2 + x + 1}{1 - x} = a_0 + a_1 x + a_2$ $_{2}x^{2}+$ , the $\operatorname{en} \sum_{r=1}^{50} a_r \text{ is equ}$ ıal to

**Options:**
-",,148,146 7-1,149,None of these,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,51,single_type,"If $p = (8 + 3\sqrt{7})^n$ and $f =$ p-[p], wh here $[\cdot]$ denote es the great test integer function, th en the value of $p(1-f)$ is equal 1 ual to

**Options:**
-",a,N/A,2,n,_ 2n,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,52,numerical,2 n uj $2^{2n}$,,,,,,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,53,single_type,"Value of $\sum_{k=1}^{\infty} \sum_{r=0}^{k} \frac{1}{3^{k}} {n\choose k} C_{r}$ ) is

**Options:**
-",c,$\frac{2}{3}$ b ) $\frac{4}{3}$,N/A,2 d ) 1,N/A,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,54,single_type,"The coefficient of $x^4$ i J

**Options:**
-",,$\frac{405}{256}$,504 259,450 263,None of these,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,55,single_type,"The coefficient of the nomial expa ansion in pov wer of $(1-\alpha x)^4$ and of $(1-\alpha x)^6$ is the same

**Options:**
-",c,$\frac{-5}{3}$,( $\frac{2n)!3!3!}{(2n-m)!}$,3,3 56 $\frac{3}{3}$ If $x^m$ occurs in the exp 3 10 3 5,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,57,single_type,"The last two digits of V , , ,

**Options:**
-",c,01,03,09,None of these,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,58,single_type,"If $(1+x-2x^2)^6 = 1+a_1x+$ $+a_2x^2+a_3x^3$ +, then the $e$ value of $a_2$ 2 +a 4 +a 6 ++ $a_{12}$ will be

**Options:**
-",,32 b ) 31,N/A,64,1024,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,59,single_type,"If $n^{-1}C_r = (k^2 - 3)^n C_{r+1}$ , , then $k$ ∈

**Options:**
-",d,"$(-\infty,-2)$",,"$[-\sqrt{3},\sqrt{3}]$ 3] $","$ $(\sqrt{3},2$",,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,60,single_type,"The coefficient of $x^{10}$ in the exp ansion of $1+$ $(x^2-x^3)^8$ is

**Options:**
-",,476,496,506,528,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,61,single_type,"If the 6 th term in the e expansion of $\left(\frac{1}{x^2}\right)$ $\left(\frac{1}{3/3} + x^2 \log_{10} x\right)^8$ is 5600, then $x \in$ equals a ) 1

**Options:**
-",c,N/A,N/A,10,$x$ does not exist,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,62,single_type,"The expression $\sqrt{2x^2}$ $+1+\sqrt{2x^2-1}$ ) 6 + $\left(-\frac{1}{2}\right)^{6}$ $\frac{2}{\sqrt{2x^2+1}+\sqrt{2x^2-1}}\Big)^6 \text{ is a polynomial}$ mial of degree a ) 6

**Options:**
-",,N/A,8,10,12,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,63,single_type,"If the last term in the binomial expan nsion of $\left(2^{1/3} - \frac{1}{\sqrt{2}}\right)^n$ is $\left(\frac{1}{3^{5/3}}\right)^{\log_3 8}$ . , then the $5^{th}$ term from the beginning is

**Options:**
-",a,210,420,105,None of these,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,64,single_type,"$1 + \frac{1}{4}$ $+\frac{1\times3}{4\times8} + \frac{1\times3\times5}{4\times8\times12} + \dots = \dot{c}$

**Options:**
-",,$\sqrt{2}$,$\frac{1}{\sqrt{2}}$ c ) √3,N/A,$\frac{1}{\sqrt{3}}$,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,65,single_type,"If the coefficients of 5 $6^{th}$ , $6^{th} \wedge 7^{th}$ terms in the expansion of $(1+x)^n$ be , -

**Options:**
-",c,7 only,14 only,7 or 14,None of these,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,66,single_type,"The coefficient of $x^n$ is n the expansion n of $(1-x)(1-x)^n$ is

**Options:**
-",,$n-1$,$(-1)^n (1)^n$ +n) $(-1)^{n-1}(n-1)^2$ $,N/A,\qquad \qquad (-1)^{n-1}n$,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,67,single_type,"The expression $\left \frac{1}{x+1} \right _{x}$ $(3-1)^{\frac{1}{2}} + (x+(x^3+$ $\binom{1}{2}^{\frac{1}{2}}$ is a polynomial of degree •

**Options:**
-",c,5,6,7,8,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,68,single_type,"The sum of rational to erm in $(\sqrt{2} + \sqrt[3]{3} +$ $(\sqrt[6]{5})^{10}$ is equal to

**Options:**
-",,12632,1260,126,None of these,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,69,single_type,"If $C_r$ stands for ${}^nC_r$ , the nen the sum for the series $\frac{2\left(\frac{n}{2}\right)!\left(\frac{n}{2}\right)!}{n!}\left[C_0^2 - 2C_1^2\right]$ $\frac{2}{3} + 3C_{-}^{2} - \dots + (-1)^{n}(n+1)C^{2}$ where $n$ is an even po sitive integer i s equal to

**Options:**
-",c,0,$(-1)^{n/2}$ $(-1)^n (n+2)$ $,N/A,\qquad \qquad (-1)^n$,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,70,single_type,"The coefficient of $x^5$ is n the expansion n of $(1+x)^{21}+(1+x)^{22}++(1+x)^{30}$ is

**Options:**
-",,${}^{51}C_5$,9 C 5,$^{31}C_6 - \dot{c}^{21}C_6 \dot{c}$,${}^{30}C_5 + \dot{c}^{20}C_5 \dot{c}$,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,71,single_type,"If $f(x) = 1 - x^2 - x^3 + \cdots$ $-x^{15}+x^{16}-x^{17}$ , t hen the coefficient of $x^2$ in $f(x)$ (x-1) is

**Options:**
-",b,826,816,822,None of these,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,72,single_type,"The coefficient of $1/x$

**Options:**
-",,$\frac{n!}{(n-1)!(n+1)!}$ $,\qquad \frac{(2n)!}{(n-1)!(n-1)!}$ $\frac{(2n)!}{(2n-1)!(2n+1)!}$,$\frac{(2n)!}{(2n-1)!(2n+1)!}$,None of these,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,73,single_type,"In the expansion of $\lfloor 1 \rfloor$ _

**Options:**
-",d,144,288,216,576,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,74,single_type,"The coeffic cient of $\chi^5$ in n the ex pansion of $(\chi^2 -$ $(x-2)^5$ is

**Options:**
-",,83,82,86,81,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,75,single_type,"If in the ex xpansion of $(1+x)^n$ , $a$ ,b,c are three consecut tive coefficient ts, then n -ن ا $\frac{2ac+abc}{b^2-ac}$ of these

**Options:**
-",b,N/A,N/A,N/A,N/A,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,76,single_type,"Let $f(x) = a$ $a_0 + a_1 x + a_2 x^2$ $+\cdots+a_n x^n$ $f + \cdots$ and $\frac{f(x)}{1-x} = f$ $b_0 + b_1 x + b_1$ $b_2 x^2 + \dots + b_n x^n + \dots$ ·, then $b_n - b_{n-1} = a_n$ of these

**Options:**
-",,N/A,N/A,N/A,N/A,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,77,single_type,"If in the ex xpansion of $(a-2b)^n$ the sum of 5 th and 6 th te erms in 0, then the valu es of a/b=¿¿ $\frac{2(n-4)}{5}$

**Options:**
-",b,N/A,N/A,N/A,N/A,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,78,numerical,"If $x$ is so sr mall that $\chi^3$ and higl her powers of $\lambda$ a may be neglected, the $ \frac{(1+x)^{3/2}}{(1)} $ $\frac{(2-\left(1+\frac{1}{2}x\right)^{3}}{(-x)^{1/2}}$ proximated 2 a )",,,,,,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,79,single_type,"The sum o of the coeffic cients of even power of x in the expansion $1+$ $(x^2+x^3)^5$ is

**Options:**
-",c,256 b ) 128,N/A,512,64,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,80,single_type,"$^{404}C_4 - ^4C_1^3$ $C_4 + {}^4C_2^{202}$ $C_4 - {}^4C_3^{}$ $C_4$ is equal to

**Options:**
-",,(401) 4 b ) $(101)^4$ c ) 0,N/A,N/A,$(201)^4$,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,81,single_type,"nteger betw een 0 a nd 21, then the minimu m value of n! (21-n)! is attained for n=i

**Options:**
-",b,1 b ) 10,N/A,12,20,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,82,single_type,"11 1 $\cdots + \frac{{}^{n}C_{n}}{2n}$ is equal U 1 $x^{n}(x-1)^{n-1}dx$ 1 $

**Options:**
-",,N/A,N/A,N/A,\qquad \int\limits_0^1 \left( \frac{1}{2} \right)^{-1} dt$ $(1-x)^n x^{n-1} dx$,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,83,single_type,"If the term n independe nt of $x$ i n the $\left(\sqrt{x} - \frac{k}{x^2}\right)^{1}$ is 405, then $k$ equals 3,-3

**Options:**
-",b,N/A,N/A,N/A,"1,-1",,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,84,single_type,"$(1+x)^n = C_0$ $+C_1x+C_2x^2+$ $\cdots + C_n x^n$ then $C_0C_2+C_1$ $C_3 + C_2 C_4$ $+\cdots+C_{n-2}C_n=$

**Options:**
-",,$\frac{(2n)!}{(n!)^2}$ b ) [ $\frac{(2n)!}{(n-1)!(n+1)!}$,N/A,( n $\frac{(2n)!}{(n+2)!(n+2)!}$,None of these,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,85,single_type,"in the expansio $(3x+10x^2)^n$ is a and if the sum of the ts in the exp of $(1+x^2)^n$ is $b$ , t

**Options:**
-",b,( a=3b,$a=b^3$,$b=a^3$,None of these,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,86,numerical,Given nosit ivo intogor rc r > 1 n > 2 and that the a coefficie ant of $(2r)^{th}$ an d (r+2)th tarms in the,,,,,,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,87,single_type,"If the coeff icient of $x^7$ $\nin \left[ ax^2 + \left( \frac{1}{2} \right) \right] $ $\left. \frac{1}{bx} \right)^{11}$ equals the coeffi cient of $\chi^{-7}$ in $\int a x^2 - \left(\frac{1}{b}\right)^2$ $\left.\frac{1}{0x^2}\right)^{11}$ , then a and $b$ satisf the relat ion •

**Options:**
-",c,a+ -b=1,a-b=1 c ) ab=1,N/A,$\frac{a}{b}=1$,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,88,single_type,"The value o of $\binom{30}{0}\binom{30}{10}$ $-\binom{30}{1}\binom{30}{11}$ $+\binom{30}{2}\binom{30}{12}+\cdots+$ $\binom{30}{20}\binom{30}{30} = 6$ i a ) 60 $C_{20}$ b ) $^{30}C_{10}$

**Options:**
-",,N/A,N/A,$^{60}C_{30}$ d ) $^{40}C_{30}$,N/A,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,89,single_type,"If the expant then $a_n$ is nsion in po wers of the function on $1/[(1-

**Options:**
-",d,]$ (x)(1-bx) is $a$ $a_0 + a_1 x + a_1$ $_{2}x^{2}+a_{2}x^{3}+\cdots$ $\frac{a^n-a^n}{a-a}$ b ) $\frac{a^n-b^n}{b-a}$,N/A,( $\frac{a^{n+1}-b^{n+1}}{b-a}$,$\frac{b^{n+1}-a^{n+1}}{b-a}$,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,90,single_type,"$(3x^2 +)^{-3/2}$ is ( -

**Options:**
-",,21,"25 ,",26,None of these,,,,,,,,,,,
BINOMIAL__THEOREM.json,592,MATH,BINOMIAL THEOREM,124,91,single_type,"The value o of $\sum_{r=0}^{10} (r)^{20} C_r$ is equal to

**Options:**
-",a,$20(2^{1}$ $^{8}$ + $^{19}C_{10}$ ) b ) 10 $(2^{18} + {}^{19}C_{10})$,N/A,20 $(2^{18} + {}^{19}C_{11})$,10 $O(2^{18} + {}^{19}C_{11})$,,,,,,,,,,,
