source_json,test_id,subject,topic_name,total_questions,question_number,type,question_text,correct_answer,option_a,option_b,option_c,option_d,solution,image_data,hint_image,option_images_json,option_image_a,option_image_b,option_image_c,option_image_d,extra_question_images,solution_images,raw_question_json
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,14,single_type,"Most viscous among the following is:

**Options:**
-",d,Propan-1-ol,Propan-2-ol,"Propane-1, 2-diol","Propane-1,2,3-triol",,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,15,single_type,"In the fermentation of sugar molasses, the percentage of ethanol formed is:

**Options:**
-",a,10 %,40 %,95 %,70 %,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,16,single_type,"**Options:**
-",c,HCOOH,C H*3*COOH,C*<sup>6</sup> *H*5*COOH,C*<sup>6</sup> *H*5*OH,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,18,single_type,"Carbolic acid is *

**Options:**
-",d,HCOOH,C H*3*COOH,C*<sup>6</sup> *H*5*COOH,C*<sup>6</sup> *H*5*OH,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,19,numerical,,,,,,,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,20,single_type,2-methyl-2-butanol on treatment with *HCl* gives predominantly *,c,2-chloro-3-methylbutane,"2,2-dimethylpentane",2-chloro-2-methylbutane,1-chloro-2-methylbutane,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,21,single_type,In Williamson's synthesis ethoxy ethane is prepared by *,b,Passing ethanol over heated alumina,Heating sodium ethoxide with ethyl bromide,Treating ethyl alcohol with excess of *H*<sup>2</sup> *SO*4 at 430-440 K,Heating ethanol with dry *A g*2*O,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,22,single_type,Which of the following reacts fastest with a mixture of anhydrous *ZnC I* <sup>2</sup> and conc. HCI? *,a,Trimethyl carbinol,Ethanol,Propanol,Methanol,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,23,single_type,Ethers are made free from peroxide linkage on distilling impure sample with: *,b,"Con

**Options:",,HCl,None of these,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,24,single_type,Which of the property given below is not associated with glycerol? *,a,Formation of water and *C O*2 on reduction,Formation of tartronic acid on oxidation,Formation of acrolein on dehydration,Formation of allyl iodide with *P I* <sup>3</sup>,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,25,numerical,The products obtained when anisole is heated in a sealed tube with HI are *a)* *b)* *c)* *d) C H*3*OH* +*C H*<sup>3</sup> *I,a,,,,,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,26,numerical,,,,,,,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,27,numerical,The product in the given reaction is: $$CH_2OH$$ $$\xrightarrow{H_3SO_4} Product$$ *a) b)* *c)*,c,,,,,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,28,single_type,"When *C H*<sup>3</sup> *MgI* is made to react with acetone and the addition product formed is hydrolysed, we get: *",c,A primary alcohol,A secondary alcohol,A tertiary alcohol,An aldehyde,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,29,single_type,The factor adversely affecting the process of fermentation is: *,b,Low concentration of sugar,High concentration of sugars,Presence of ammonium salts,Presence of air,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,30,single_type,The correct order of ease of dehydration of following is *,b,I > II > III,III > II > I,I > III > II,III > I > II,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,31,single_type,"The correct order of boiling point for primary (1*°*), secondary (2*°*) and tertiary (3*°*)alcohols is *",a,1*°*>2*°*>3*°,3*°*>2*°*>1*°,2*°*>1*°*>3*°,2*°*>3*°*>1*°,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,32,single_type,Which substance will not react with *ϕ NNCl*(*ϕ*=¿ Phenyl) to give dye? *a)* *b)* *c)* *d)*,d,,,,,will not with $\phi NNCl$ to give dye Phenol cannot be distinguished from ethanol by sodium because both evolve hydrogen with sodium. $2C_6H_5OH + 2Na \rightarrow 2C_6H$ $2C_2H_5OH + 2Na \rightarrow 2C_2H$,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,33,single_type,Phenol can be distinguished from ethanol by the following reagents except *,a,Sodium,NaOH* /*I* <sup>2</sup>,Neutral *FeC I* <sup>3</sup>,Br*<sup>2</sup> /*H*2*O,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,34,single_type,The compound which does not react with sodium is: *,b,C H*3*CHOHC H*<sup>3</sup>,C H*<sup>3</sup> *— O — C H*<sup>3</sup>,C H*3*COOH,C*<sup>2</sup> *H*5*OH,Ethers do not contain acidic H-atom.,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,35,single_type,Ethylene glycol reacts with excess of *PC I* <sup>5</sup> to give *,b,"1, 1-dichloroethane","1, 2-dichloroethane","1, 1, 1-trichloroethane","2, 2-dichloroethane",Ethylene glycol reacts with excess of $PCl_5$ to give ethylene chloride.,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,36,single_type,Alcohol is sometimes used in: *,c,Baking powder,Paints,Thermometers,Weighing,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,37,numerical,Phenolphthalein is formed by condensation of phthalic anhydride and *ϕOH*. Which structure shows colour in basic medium? *a)* *b)* *c)* *d)* All of the above,b,,,,,Due to low f.p. and mobile nature.,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,38,single_type,$$OH + C_2C_5I \xrightarrow{OC_2H_5} Anhy. C_2H_5OH$$ *,b,C*<sup>6</sup> *H*5*OC*<sup>2</sup> *H*<sup>5</sup>,C*<sup>2</sup> *H*5*OC*<sup>2</sup> *H*<sup>5</sup>,C*<sup>6</sup> *H*5*OC*<sup>6</sup> *H*<sup>5</sup>,C*<sup>6</sup> *H*<sup>5</sup> *I,"Structure of phenolphthalein in basic medium is as follows. $C_2H_5O^{-ii}$ will attract the proton from phenol converting the later into phenoxide ion. This would then make nucleophilic attack on the methylene carbon of alkyl iodide, but $C_2H_5O^{-ii}$ is in excess $C_2H_5O^{-ii}$ is better nucleophile than $C_6H_5O^{-ii}$ (phenoxide) ion since while in the former the negative charge is localised over oxygen and in the later it is delocalised over the whole molecular frame work. So, it is $C_2H_5O^{-i\delta}$ ion that would make nucleophilic attack at ethyl iodide to give diethvl ether (Williamson's synthesis). $CH_3$ — $CH_2$",,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,39,single_type,The major product in the reaction of *PhC H*2*CH* (*OH* )*CH* (*C H*<sup>3</sup> )<sup>2</sup> with concentrated *H*<sup>2</sup> *SO*4 is $$\stackrel{,b,}{\stackrel{\text{Pn}}{\longrightarrow}} c = c \stackrel{\text{CH(CH}_3)_2}{\stackrel{\text{H}}{\longrightarrow}} c = c \stackrel{\text{CH(CH}_3)_2}{\stackrel{\text{CH(CH}_3)_2}{\stackrel{\text{CH(CH}_3)_2}{\stackrel{\text{CH(CH}_3)_2}{\stackrel{\text{CH(CH}_3)_2}{\stackrel{\text{CH(CH}_3)_2}{\stackrel{\text{CH(CH}_3)_2}{\stackrel{\text{CH(CH}_3)_2}{\stackrel{\text{CH(CH}_3)_2}{\stackrel{\text{CH(CH}_3)_2}{\stackrel{\text{CH(CH}_3)_2}{\stackrel{\text{CH(CH}_3)_2}{\stackrel{\text{CH(CH}_3)_2}{\stackrel{\text{CH(CH}_3)_2}{\stackrel{\text{CH(CH}_3)_2}{\stackrel{\text{CH(CH}_3)_2}{\stackrel{\text{CH(CH}_3)_2}{\stackrel{\text{CH(CH}_3)_2}{\stackrel{\text{CH(CH}_3)_2}{\stackrel{\text{CH(CH}_3)_2}{\stackrel{\text{CH(CH}_3)_2}{\stackrel{\text{CH(CH}_3)_2}{\stackrel{\text{CH(CH}_3)_2}{\stackrel{\text{CH(CH}_3)_2}{\stackrel{\text{CH(CH}_3)_2}{\stackrel{\text{CH(CH}_3)_2}{\stackrel{\text{CH(CH}_3)_2}{\stackrel{\text{CH(CH}_3)_2}{\stackrel{\text{CH(CH}_3)_2}{\stackrel{\text{CH(CH}_3)_2}{\stackrel{\text{$$ $$\stackrel{,}{\underset{\mathsf{H}}{\triangleright}} c = c \stackrel{\mathsf{H}}{\underset{\mathsf{CH}(\mathsf{CH}_3)_2}{\triangleright}}$$ $$,$$ PhCH<sub>2</sub> $$CH_3$$,,Structure of phenolphthalein in basic medium is as follows.,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,40,single_type,"Which is not an alcohol? *

**Options:**
-",d,C H*2=*CHC H*2*OH,$$C H_2OHC H_2OH$$,$$C_6 H_5 C H_2OH$$,$$C_6 H_5 OH$$,−*OH gp*. directly attached to benzene nucleus represents for phenolic gp.,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,41,numerical,$$CH_3 CH_3 CH_2SO_4 A$$ OH OH The product *A* is *a)* *b)* *c)* *d)*,d,,,,,The pinacol-pinacolone rearrangement involves dehydration of diols through the formation of carbocation intermediate which rearranges to more stable compound.,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,42,single_type,Glycerol catches fire on mixing with: *,a,KMnO*<sup>4</sup>,K*2*C r*2*O*<sup>7</sup>,HN O*<sup>3</sup>,None of these,Oxidation of glycerol by *KMn O* <sup>4</sup> is violent.,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,43,single_type,"The end product of the reaction, $$CH_3OH \xrightarrow{Cu} A \xrightarrow{NaOH} B$$ *",c,Alkane,Carboxylic acid,Sodium salt of carboxylic acid,Ketone,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,44,single_type,What is the hybridisation of carbon and oxygen in electronic structure of ether? *,b,$$s p^3 \wedge s p^2$$,$$s p^3 \wedge s p^3$$,$$sp \wedge sp$$,$$s p^2 \wedge s p^2$$,*s p* 3 and *s p* 3 hybridisations of carbon and oxygen in electronic structure of ether.,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,45,single_type,During dehydration of alcohols to alkenes by heating with concentrated *H*<sup>2</sup> *SO*4 the initiation step is *,a,Protonation of alcohol molecule,Formation of carbocation,Elimination of water,Formation of an ester,Protonation of –OH is first step. Conversion of poor leaving group (-OH) into good leaving group +¿(−*O H*<sup>2</sup> ).,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,46,numerical,Which of the following is tertiary alcohol? *a)* $$CH_3$$ — $CH_2$ — $OH$ *b)* *c)*,b,,,,,It contains ( *R*)3*COH* .,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,47,single_type,"Which of the following reagent will convert glycerol to acrolein?

**Options:**
-",d,P2O5,Conc.H2 SO4,KHSO4,All of these,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,48,single_type,"Among the following, which is least acidic?

**Options:**
-",b,Phenol,o-cresol,p-nitrophenol,p-chlorophenol,"When an electron attracting group (like *– N O*<sup>2</sup> *,*−*CI* ) is attached to the phenol ring, it stabilises the negative charge on the oxygen of phenoxide ion. Due to this reason acidic character of phenol increases. But when an electron donating group (like *–C H*3) is attached to the phenol ring, it destabilises the ring and hence, acidic character of phenol decreases. Thus, the correct order of acidic character is p- nitrophenol > pchlorophenol > phenol > <sup>o</sup>-cresol.",,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,49,single_type,"Glycerol on heating with oxalic acid at 110℃ gives

**Options:**
-",b,Ethanol,Methanoic acid,Ether,Acetone,"Glycerol react with oxalic acid at 110 *℃* temperature, it gives methanoic acid (formic acid). s due to rearrangement of carbocation following alkyl shift.",,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,50,numerical,The dehydration of neo-pentanol gives mainly:,c,,,,,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,51,single_type,"Phenol, when it first reacts with concentrated sulphuric acid and then with concentrated nitric acid, gives *",b,"2, 4, 6-trinitrobenzene",<sup>o</sup>-nitrophenol,p-nitrophenol,Nitrobenzene,First sulphonation is the means to block para position and to reduce the reactivity of phenolic ring against strong oxidising agent *HN O* 3 . (The use of conc. *HN O* <sup>3</sup> over phenol cause the oxidation of ring mainly). The strong acidic medium in second step cause desulphonation (ipso mechanism) also. ### *52* **(b)** Glycols are dihydric alcohols (having two hydroxyl groups). Ethylene glycol is the first member of this series. *C H*2*OH* ¿ *C H*2*OH* ethylene glycol #### *53* **(d)** Absolute alcohol is 100% alcohol.,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,52,single_type,Which of the following is dihydric alcohol? *,b,Glycerol,Ethylene glycol,Catechol,Resorcinol,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,53,single_type,Absolute alcohol contains: *,d,40% *H*2*O,10% *H*2*O,5% *H*2*O,100%*C*<sup>2</sup> *H*5*OH,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,54,single_type,The order of reactivity of the following alcohols *,c,I* >*II* >*III* >*IV,I* >*III* >*II* >*IV* *IV* >*III* >*II* >*I,,IV* >*III* >*I* >*II,"The order of reactivity depends upon the stability of the carbocation formed *ie , FC H* 2 + ¿ *C HC H , FC* and*Ph* + ¿ *C H* <sup>2</sup>. The stability order of carbocations is *Ph* + ¿ *C H* 2 > *C H* + ¿ *C HC* . Thus, the order of reactivity follows the",,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,56,single_type,2-methoxy butane is obtained by reacting diazomethane with *,a,2-butanol,1-butanol,2-butanone,Butanal,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,57,single_type,How many structural isomers are known for *C*<sup>4</sup> *H*10*O* ? *,d,4,3,6,7,"4 alcohols (butan-1-ol; butan-2-ol; 2-methyl butan-1-ol; 2-methyl butan-2-ol) and 3 ethers (diethyl ether, methyl-propyl ether and methyl isopropyl ether).",,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,58,numerical,Product is *a)* *c)* *b)* $$\begin{array}{c} \mathsf{OH} \\ \overset{*}{\mathsf{CH}_2}\mathsf{-CH} = \mathsf{CH}_2 \end{array}$$ *c)* *d)*,b,,,,,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,59,single_type,"Amongst the following, HBr reacts fastest with *",d,Propane-1-ol,Propane-2-ol,2-methyl propane-1-ol,2-methyl propane-2-ol,*ROH* +*HBr → R* −*Br* + *H* 2 The rate of reaction is fastest for 3 *°* alcohol. The rate of reaction decreases as fallows 3*°*>2*°*>1*°* *O*,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,60,single_type,Physical properties of: *,a,Alcohols lie between alkanes and *H*2*O,H*2*O* lie between alcohols and alkenes,Alkenes lie between alcohols and *H*2*O,None of the above,Alcohols ( *R*OH) are hydroxy derivatives of alkane or alkyl derivative of water.,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,61,single_type,Which of the following ethers form peroxide readily? *,c,Me*—*O*—*Me,Et*—*O*—*Et,"iPr*—*O — iPr

**Options:",,Presence of two isopropyl groups on oxygen atom of ether shows more powerful inductive effect.,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,63,single_type,"The reaction, 2*<sup>C</sup> <sup>H</sup>*3*<sup>C</sup> <sup>H</sup>*2*O*˙ *<sup>H</sup> <sup>H</sup>* ¿ 3 +¿ *C H*3*C H*2*OC H*2*C H*<sup>3</sup> ¿ is believed to occur through the formation of *

**Options:**
-",d,,and (,,Both (,Alcohol is initially protonated by the acid to form protonated alcohol or oxonium ion. It is then attacked by a second molecule of alcohol which acts as nucleophile $$R \stackrel{\oplus}{-} H \xrightarrow{\text{(slow)}} R^{\oplus}$$ carbocation,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,64,single_type,Ethyl iodide on treatment with dry *A g*2*O* will yield: *,b,Ethyl alcohol,Diethyl ether,Ethyl methyl ether,Ethylene,2*C* 2 *H* 5 *I* + *A g* 2 *O Ether ⟶ C* 2 *H*,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,65,numerical,Which of the following compounds is weakest acid? *a) b)* $$O_2N$$ $$O_2N$$ $$O_2N$$,a,,,,,"Electron withdrawing groups (like – *N O* <sup>2</sup>) increase the acidity of phenols by stabilising corresponding phenoxide ion. The effect of *– N O* <sup>2</sup> group will be minimum at mposition due to lack of increased delocalisation of electrons in it. Hence, <sup>m</sup>-nitrophenol is the weakest acid among these.",,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,66,single_type,Fusel oil is a mixture of: *,a,Alcohols,Ethers,Ethers and alcohols,Alcohols and acetone,Fusel oil is a mixture of pentanol and butanol with other organic substances.,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,67,single_type,"When benzene sulphonic acid and p-nitrophenol are treated with *NaHC O*3, the gases released respectively are *",d,"SO*<sup>2</sup> *,N O*<sup>2</sup>","SO*<sup>2</sup> *,NO","SO*<sup>2</sup> *,C O*<sup>2</sup>","C O*<sup>2</sup> *,C O*<sup>2</sup>","Benzene sulphonic acid and p-nitro phenol react with *NaHC O* 3 and evolve *C O* O<sub>2</sub> gas. $$SO_3H$$ $+ NaHCO_3$ Because benzene sulphonic acid pnitrophenol are stronger acids, so they are capable to evolve *C O*<sup>2</sup> with *NaHC O* 3 . *HC O* 3− ¿ + *H →* ¿ acid",,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,68,single_type,"Which is correctly matched? l α H β H Colour in Victor Meyer test

**Options:**
-",d,A∧B,B∧C,Only C,Only B,Secondary alcohols give blue colour in Victor Meyer test,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS-1.json",186,Time,"ALCOHOLS, PHENOLS AND ETHERS-1",532,69,single_type,"Lucas reagent is

**Options:**
-",a,Conc. HCI and anhydrous ZnC I 2,Conc. HN O3and hydrous ZnC I 2,Conc. HCI and hydrous ZnC I 2,Conc. HN O3 and anhydrous ZnC I 2,"Conc. HCl+ anhydrous *ZnC l* 2 is called as Lucas reagent. It is used to distinguish primary, secondary and tertiary alcohol.",,,,,,,,,,
